Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
BUTTERFLY EFFECT,Travis Scott,2018-08-03,190557,84,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,4
HOUSTONFORNICATION,Travis Scott,2018-08-03,217828,68,0.689,0.723,0,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042,4
COFFEE BEAN,Travis Scott,2018-08-03,209115,68,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,4
Nikes,Frank Ocean,2016-08-20,314075,72,0.633,0.395,8,-9.638,1,0.0857,0.692,0.000222,0.108,0.123,138.023,4
Ivy,Frank Ocean,2016-08-20,249191,83,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,4
Pink + White,Frank Ocean,2016-08-20,184516,88,0.545,0.545,9,-7.362,1,0.107,0.667,0.0000548,0.417,0.549,159.94,3
Be Yourself,Frank Ocean,2016-08-20,86943,63,0.746,0.429,7,-11.143,1,0.494,0.985,0,0.149,0.932,88.413,3
Solo,Frank Ocean,2016-08-20,257380,72,0.469,0.289,5,-10.625,0,0.0366,0.85,0.00000248,0.161,0.258,133.805,4
Self Control,Frank Ocean,2016-08-20,249667,77,0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,4
Nights,Frank Ocean,2016-08-20,307151,78,0.457,0.551,5,-9.36,0,0.167,0.427,0.00000115,0.113,0.428,89.87,4
White Ferrari,Frank Ocean,2016-08-20,248807,81,0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,4
Futura Free,Frank Ocean,2016-08-20,564165,62,0.266,0.678,1,-12.364,1,0.508,0.769,0.0000937,0.503,0.201,83.434,4
Bleach,Justice Der,2018-05-06,195214,34,0.546,0.0669,1,-26.257,0,0.0359,0.989,0.961,0.105,0.462,149,4
Aight,Del Playa,2017-04-27,180815,26,0.785,0.756,0,-3.657,1,0.211,0.0449,0.00000265,0.0854,0.715,96.988,4
Tiny Anthem,The M Machine,2013,282352,25,0.352,0.85,10,-7.349,1,0.17,0.0262,0.000463,0.12,0.19,170.012,4
The One,Jorja Smith,2018-06-08,197574,53,0.312,0.661,0,-8.508,0,0.092,0.252,0.000135,0.102,0.443,82.39,4
Herside Story,"GoldLink,Hare Squead",2017-03-24,183760,56,0.885,0.595,7,-5.487,1,0.286,0.656,0.00000442,0.105,0.754,148.034,4
Everybody Wants To Be Famous,Superorganism,2018-03-02,184986,44,0.665,0.842,6,-4.06,0,0.255,0.0235,0,0.0763,0.629,86.993,4
Nobody Cares,Superorganism,2018-03-02,229160,31,0.525,0.676,4,-4.741,1,0.116,0.0877,0.000122,0.7,0.442,89.018,4
SPRORGNSM,Superorganism,2018-03-02,200170,35,0.494,0.815,9,-4.494,1,0.246,0.0175,0,0.105,0.513,178.134,4
Something For Your M.I.N.D.,Superorganism,2018-03-02,165391,57,0.698,0.542,2,-4.317,1,0.131,0.132,0.00117,0.199,0.664,140.096,4
The Prawn Song,Superorganism,2018-03-02,195946,33,0.482,0.791,1,-6.202,1,0.327,0.00458,0.0000243,0.175,0.578,148.022,4
Relax,Superorganism,2018-03-02,163283,26,0.441,0.741,6,-6.73,0,0.351,0.0603,0.0000508,0.299,0.442,94.488,4
Night Time,Superorganism,2018-03-02,254041,33,0.584,0.905,0,-5.286,1,0.0842,0.042,0.000655,0.0936,0.529,125.014,4
Body,"Loud Luxury,Brando",2017-10-27,163216,0,0.752,0.764,1,-4.399,1,0.038,0.0476,0.0000944,0.0543,0.582,121.958,4
Get Away,The Internet,2015-06-26,148706,51,0.757,0.485,9,-12.309,1,0.0648,0.402,0.619,0.193,0.372,110.371,4
Gabby (feat. Janelle Monáe),"The Internet,Janelle Monáe",2015-06-26,212080,44,0.498,0.78,9,-4.947,1,0.201,0.00909,0.16,0.25,0.657,156.772,4
Under Control,The Internet,2015-06-26,244293,49,0.706,0.714,7,-6.134,1,0.061,0.327,0.0111,0.185,0.503,98.003,4
Go with It (feat. VIC MENSA),"The Internet,VIC MENSA",2015-06-26,266226,40,0.664,0.646,11,-8.936,0,0.0802,0.281,0.000111,0.16,0.598,94.97,4
Just Sayin/I Tried,The Internet,2015-06-26,413586,45,0.489,0.506,11,-10.251,1,0.177,0.427,0.0862,0.12,0.431,95.528,4
For the World (feat. James Fauntleroy),"The Internet,James Fauntleroy",2015-06-26,203880,37,0.576,0.445,10,-9.981,0,0.223,0.282,0,0.7,0.612,94.962,4
Girl (feat. KAYTRANADA),"The Internet,KAYTRANADA",2015-06-26,415613,62,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,4
Special Affair,The Internet,2015-06-26,176186,59,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,4
Somthing's Missing,The Internet,2015-06-26,379973,40,0.62,0.48,5,-9.348,0,0.1,0.154,0.357,0.0676,0.568,100.004,4
Partners in Crime Part Three,The Internet,2015-06-26,203000,36,0.638,0.803,9,-7.968,1,0.234,0.635,0.0355,0.203,0.684,76.943,4
"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)","The Internet,Tyler, The Creator,Steve Lacy",2015-06-26,440013,62,0.447,0.625,10,-8.212,0,0.323,0.0351,0.000727,0.243,0.261,67.104,4
Movie,Tom Misch,2018-04-06,357357,0,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,3
Paranoid,Post Malone,2018-04-27,221786,62,0.62,0.535,0,-5.428,1,0.0775,0.038,0.0000246,0.167,0.25,159.872,4
Spoil My Night (feat. Swae Lee),"Post Malone,Swae Lee",2018-04-27,194560,63,0.671,0.716,1,-2.714,1,0.034,0.341,0.0000223,0.106,0.238,160.986,4
Rich & Sad,Post Malone,2018-04-27,206453,65,0.596,0.571,2,-4.997,1,0.0716,0.201,0,0.0969,0.282,152.132,4
rockstar (feat. 21 Savage),"Post Malone,21 Savage",2018-04-27,218146,81,0.585,0.52,5,-6.136,0,0.0713,0.124,0.0000775,0.131,0.129,159.798,4
Psycho (feat. Ty Dolla $ign),"Post Malone,Ty Dolla $ign",2018-04-27,221440,75,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,4
Better Now,Post Malone,2018-04-27,231266,79,0.674,0.578,10,-5.804,1,0.0408,0.331,0,0.135,0.34,145.07,4
Candy Paint,Post Malone,2018-04-27,227533,74,0.66,0.667,4,-5.941,1,0.156,0.64,0.00000122,0.0753,0.381,180.044,4
Me & You ◑,"HONNE,Tom Misch",2018-04-27,243600,0,0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,4
I Just Wanna Go Back ◐,HONNE,2018-04-27,200442,0,0.455,0.476,6,-7.02,1,0.129,0.567,0.0000195,0.306,0.352,77.846,4
Hopeless,Beowülf,2018-04-02,134817,0,0.799,0.202,4,-20.576,1,0.116,0.498,0.644,0.308,0.701,146.024,3
Time and Again,Warhaus,2016-09-02,241293,0,0.363,0.477,9,-12.066,1,0.054,0.123,0.0785,0.162,0.472,91.34,4
Sonate pacifique,L'Impératrice,2014-09-16,348944,0,0.557,0.534,5,-8.863,1,0.0328,0.627,0.0192,0.425,0.226,99.99,4
XO Tour Llif3,Brasstracks,2017-07-10,210595,36,0.672,0.755,11,-4.666,0,0.187,0.014,0.826,0.164,0.51,77.549,4
Things Fall Apart,"Philanthrope,Various Artists",2016-10-10,137143,0,0.655,0.314,2,-8.519,1,0.0412,0.601,0.921,0.113,0.598,83.907,4
Not Enough Violence,Ariel Pink,2014-11-17,364373,0,0.478,0.942,1,-3.232,1,0.17,0.00102,0.146,0.161,0.489,67.487,4
Side Effects,cehryl,2017-09-14,176917,0,0.791,0.598,11,-4.822,0,0.0546,0.0493,0,0.124,0.647,79.985,4
Bulls On Parade,Rage Against The Machine,1996-04-16,229466,73,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4
Duluoz Dream,Sal Dulu,2017-06-14,225440,23,0.803,0.526,1,-10.585,1,0.257,0.516,0.0261,0.0739,0.532,93.976,4
2 Wicky,Hooverphonic,1997-04-15,284293,51,0.546,0.613,10,-7.938,0,0.048,0.16,0.00403,0.13,0.446,68.172,4
BOOGIE,BROCKHAMPTON,2017-12-15,193154,63,0.604,0.933,1,-3.034,1,0.214,0.0137,0,0.37,0.28,110.029,4
JOHNNY,BROCKHAMPTON,2017-12-15,251908,42,0.612,0.858,0,-5.359,0,0.364,0.442,0,0.205,0.869,80.352,4
BLEACH,BROCKHAMPTON,2017-12-15,273151,61,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,4
HOTTIE,BROCKHAMPTON,2017-12-15,197147,47,0.856,0.712,1,-6.355,0,0.0621,0.163,0.0312,0.123,0.774,128.994,4
SISTER/NATION,BROCKHAMPTON,2017-12-15,364637,42,0.378,0.691,1,-7.263,1,0.224,0.0917,0.0000203,0.0557,0.508,150.134,4
RENTAL,BROCKHAMPTON,2017-12-15,213658,51,0.672,0.452,0,-7.947,1,0.0738,0.194,0,0.251,0.514,82.012,4
STAINS,BROCKHAMPTON,2017-12-15,179150,46,0.643,0.662,10,-7.226,0,0.0993,0.474,0,0.237,0.645,113.022,4
TEAM,BROCKHAMPTON,2017-12-15,273682,42,0.312,0.73,11,-7.433,1,0.126,0.396,0.00201,0.942,0.267,140.099,4
IDK,"Lil Dads,Rexx Life Raj,Ymtk,Caleborate,1-O.A.K.",2016-12-09,316913,11,0.771,0.795,7,-6.99,1,0.226,0.0636,0,0.124,0.585,119.1,4
Rut,The Killers,2017-09-22,264480,37,0.639,0.513,1,-6.91,1,0.0305,0.0703,0.00242,0.102,0.124,117.007,4
Life To Come,The Killers,2017-09-22,271933,34,0.473,0.854,0,-3.74,1,0.0583,0.0255,0.0185,0.0748,0.318,107.978,4
Run For Cover,The Killers,2017-09-22,222146,61,0.466,0.951,5,-3.314,1,0.125,0.0016,0.00242,0.351,0.499,165.107,4
Some Kind Of Love,The Killers,2017-09-22,278093,47,0.246,0.482,8,-9.949,1,0.0359,0.713,0.226,0.102,0.0776,141.863,4
Out Of My Mind,The Killers,2017-09-22,223680,36,0.626,0.859,11,-4.295,0,0.0378,0.00213,0.00412,0.081,0.153,100.01,4
9,Drake,2016-05-06,255786,61,0.68,0.712,10,-7.184,1,0.0453,0.000803,0.000612,0.237,0.0379,100.009,4
U With Me?,Drake,2016-05-06,297373,59,0.429,0.43,2,-11.373,1,0.165,0.338,0.0000118,0.138,0.125,174.983,4
Feel No Ways,Drake,2016-05-06,240653,72,0.582,0.677,7,-7.081,1,0.172,0.0312,0.0000066,0.122,0.205,193.818,4
Hype,Drake,2016-05-06,209413,58,0.787,0.635,4,-8.271,0,0.155,0.0253,0,0.357,0.237,130.018,4
Weston Road Flows,Drake,2016-05-06,253533,59,0.623,0.74,1,-6.942,1,0.307,0.0635,0,0.366,0.35,82.877,4
Still Here,Drake,2016-05-06,189853,62,0.834,0.433,0,-9.607,1,0.174,0.0258,0,0.633,0.229,133.938,3
Controlla,Drake,2016-05-06,245226,72,0.59,0.468,10,-11.083,0,0.185,0.0789,0,0.101,0.349,92.287,4
Childs Play,Drake,2016-05-06,241400,65,0.746,0.475,10,-11.243,0,0.113,0.0175,0.000011,0.197,0.292,80.006,4
Views,Drake,2016-05-06,311960,57,0.395,0.852,5,-5.896,1,0.37,0.0657,0,0.262,0.112,76.428,4
Hotline Bling,Drake,2016-05-06,267066,76,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,4
Plastic 100°C,Sampha,2017-02-03,316187,0,0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,4
Blood on Me,Sampha,2017-02-03,246951,0,0.775,0.517,11,-8.186,1,0.137,0.122,0.0142,0.609,0.613,104.018,4
Kora Sings,Sampha,2017-02-03,257725,0,0.687,0.704,1,-9.371,0,0.0736,0.313,0.00875,0.27,0.782,136.315,4
(No One Knows Me) Like the Piano,Sampha,2017-02-03,218160,0,0.621,0.199,10,-13.788,1,0.0344,0.976,0.00186,0.107,0.178,128.905,4
Take Me Inside,Sampha,2017-02-03,138998,0,0.297,0.301,5,-10.561,1,0.0456,0.846,0.113,0.326,0.293,78.287,4
Reverse Faults,Sampha,2017-02-03,253435,0,0.68,0.428,7,-11.283,0,0.0517,0.388,0.00407,0.0825,0.415,127.922,4
Under,Sampha,2017-02-03,281945,0,0.752,0.533,11,-8.986,0,0.0348,0.151,0.0000505,0.114,0.461,114.984,4
Timmy's Prayer,Sampha,2017-02-03,263923,0,0.452,0.558,1,-9.649,1,0.205,0.445,0.00132,0.104,0.221,139.428,4
Incomplete Kisses,Sampha,2017-02-03,233856,0,0.65,0.418,6,-12.363,1,0.0451,0.467,0.000108,0.101,0.265,127.206,4
What Shouldn't I Be?,Sampha,2017-02-03,212584,0,0.348,0.153,7,-16.777,0,0.029,0.922,0.0627,0.0996,0.403,86.02,4
Warm on a Cold Night,HONNE,2016-07-13,261594,49,0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989,4
Bangarang (feat. Sirah),"Skrillex,Sirah",2011-12-27,215253,68,0.716,0.972,7,-2.302,1,0.196,0.0145,0.0000322,0.317,0.576,110.026,4
SWEET,BROCKHAMPTON,2017-08-25,274274,56,0.718,0.628,10,-6.007,0,0.223,0.543,0,0.116,0.722,92.107,4
Woman,HONNE,2016-03-11,265478,43,0.513,0.413,0,-7.151,1,0.0372,0.565,0.00000352,0.124,0.246,139.649,3
The Man,The Killers,2017-09-22,250093,64,0.606,0.942,6,-2.598,0,0.115,0.0737,0.00000223,0.0709,0.519,106.02,4
Feels,Kiiara,2016-01-15,182500,31,0.651,0.377,1,-10.404,0,0.0811,0.427,0.0000368,0.0936,0.401,123.999,4
All Or Nothing,"Chrome Sparks,Angelica Bess",2016-09-02,260519,19,0.699,0.515,1,-8.251,1,0.0956,0.261,0.46,0.0963,0.376,142.95,4
True Love,Tobias Jesso Jr.,2015-06-16,340792,0,0.632,0.143,0,-13.013,1,0.0522,0.97,0.0955,0.112,0.177,134.676,4
GOLD,BROCKHAMPTON,2017-06-09,266000,53,0.808,0.647,11,-6.947,0,0.166,0.0716,0.000466,0.205,0.29,110.036,4
QUEER,BROCKHAMPTON,2017-08-25,227648,47,0.773,0.625,1,-7.029,0,0.176,0.149,0,0.0619,0.676,82.004,4
TOKYO,BROCKHAMPTON,2017-08-25,192126,49,0.632,0.625,2,-5.781,1,0.291,0.0644,0,0.689,0.535,139.981,4
JUNKY,BROCKHAMPTON,2017-08-25,248780,43,0.638,0.662,1,-5.497,1,0.404,0.316,0,0.258,0.675,82.327,4
SUNNY,BROCKHAMPTON,2017-08-25,170692,38,0.504,0.659,4,-5.111,1,0.0336,0.866,0,0.273,0.431,79.996,4
SUMMER,BROCKHAMPTON,2017-08-25,204939,57,0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,4
SWEET,BROCKHAMPTON,2017-08-22,274274,37,0.718,0.628,10,-6.007,0,0.223,0.543,0,0.116,0.722,92.107,4
In The Air,MAALA,2015-07-11,239513,20,0.557,0.532,8,-6.247,1,0.0716,0.253,0.0000794,0.143,0.205,178.046,4
SWAMP,BROCKHAMPTON,2017-08-08,251963,20,0.704,0.535,9,-8.65,1,0.0497,0.0658,0.109,0.111,0.388,140.957,4
GUMMY,BROCKHAMPTON,2017-08-02,260833,25,0.707,0.74,0,-3.552,0,0.064,0.165,0,0.315,0.71,80.033,4
Unforgettable,"French Montana,Swae Lee",2017-07-14,233901,86,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4
STAR,BROCKHAMPTON,2017-06-09,161000,46,0.776,0.388,0,-9.143,1,0.282,0.147,0,0.394,0.294,75.01,4
FAKE,BROCKHAMPTON,2017-06-09,275500,41,0.7,0.435,7,-9.769,1,0.0526,0.00829,0.00012,0.0925,0.645,125.894,4
TRIP,BROCKHAMPTON,2017-06-09,202691,36,0.775,0.308,6,-12.652,1,0.0905,0.215,0.0000143,0.104,0.633,75.954,4
CASH,BROCKHAMPTON,2017-06-09,195200,35,0.611,0.795,0,-8.59,0,0.0485,0.184,0.0313,0.321,0.396,75.015,4
MILK,BROCKHAMPTON,2017-06-09,295000,39,0.594,0.454,5,-8.757,1,0.0473,0.0392,0.000954,0.32,0.28,75.012,4
FACE,BROCKHAMPTON,2017-06-09,259000,58,0.945,0.702,11,-5.016,0,0.12,0.591,0.000538,0.0788,0.678,119.887,4
Wins & Losses,Meek Mill,2017-07-21,189056,51,0.683,0.854,2,-3.915,1,0.196,0.0948,0,0.267,0.131,92.006,4
Heavy Heart,Meek Mill,2017-07-21,250466,35,0.472,0.695,10,-5.008,0,0.443,0.239,0,0.0942,0.351,73.031,3
Slide (feat. Frank Ocean & Migos),"Calvin Harris,Frank Ocean,Migos,Funk Wav",2017-06-30,230813,74,0.736,0.795,1,-3.299,0,0.0545,0.498,0.00000121,0.254,0.511,104.066,4
"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","Calvin Harris,ScHoolboy Q,PARTYNEXTDOOR,DRAM,Funk Wav",2017-06-30,235973,49,0.722,0.79,4,-4.867,0,0.241,0.152,0,0.0349,0.434,94.965,4
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Calvin Harris,Young Thug,Pharrell Williams,Ariana Grande,Funk Wav",2017-06-30,229160,53,0.784,0.728,0,-4.549,0,0.0539,0.34,0,0.222,0.713,110.165,4
Rollin (feat. Future & Khalid),"Calvin Harris,Future,Khalid,Funk Wav",2017-06-30,272653,62,0.753,0.76,6,-4.518,0,0.0859,0.446,0.0000313,0.182,0.657,91.953,4
Prayers Up (feat. Travis Scott & A-Trak),"Calvin Harris,Travis Scott,A-Trak,Funk Wav",2017-06-30,204280,51,0.821,0.637,9,-4.276,0,0.161,0.433,0,0.209,0.778,86.01,4
"Holiday (feat. Snoop Dogg, John Legend & Takeoff)","Calvin Harris,Snoop Dogg,John Legend,Takeoff,Funk Wav",2017-06-30,169693,46,0.836,0.769,6,-2.334,0,0.0773,0.472,0.00157,0.0804,0.585,103.991,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris,Pharrell Williams,Katy Perry,Big Sean,Funk Wav",2017-06-30,223413,75,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,4
,,0000,0,0,0.578,0.633,8,-10.117,0,0.279,0.331,0,0.635,0.658,101.534,4
Gone Long Gone,Jason Benoit,2015-02-24,204124,24,0.536,0.831,10,-6.327,1,0.0421,0.0724,0,0.302,0.623,155.947,4
Andromeda (feat. DRAM),"Gorillaz,DRAM",2017-04-28,197546,64,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,4
"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)","Gorillaz,Rag'n'Bone Man,Zebra Katz,RAY BLK",2017-04-28,234933,47,0.446,0.648,11,-6.773,0,0.3,0.182,0.0000113,0.348,0.696,86.021,4
DNA.,Kendrick Lamar,2017-04-14,185946,80,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,4
ELEMENT.,Kendrick Lamar,2017-04-14,208733,72,0.748,0.705,4,-4.547,0,0.485,0.204,0,0.246,0.483,189.891,4
FEEL.,Kendrick Lamar,2017-04-14,214826,69,0.746,0.798,0,-8.382,1,0.349,0.137,0,0.139,0.553,109.968,4
PRIDE.,Kendrick Lamar,2017-04-14,275253,84,0.665,0.535,4,-7.056,0,0.0572,0.0786,0.0000168,0.154,0.37,138.842,4
LUST.,Kendrick Lamar,2017-04-14,307880,67,0.678,0.562,3,-9.197,0,0.508,0.193,0,0.104,0.566,94.241,4
LOVE. FEAT. ZACARI.,"Kendrick Lamar,Zacari",2017-04-14,213400,83,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,4
XXX. FEAT. U2.,"Kendrick Lamar,U2",2017-04-14,254200,70,0.568,0.619,1,-6.899,1,0.414,0.138,0.00000167,0.11,0.293,170.115,4
FEAR.,Kendrick Lamar,2017-04-14,460573,68,0.588,0.479,1,-7.039,1,0.281,0.604,0.0000072,0.527,0.434,150.414,4
GOD.,Kendrick Lamar,2017-04-14,248826,64,0.706,0.557,0,-5.8,1,0.0813,0.0347,0,0.276,0.205,132.98,4
Warm on a Cold Night,HONNE,2015-04-10,261594,32,0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989,4
Fakin It (feat. Ofelia K) - Hotel Garuda Remix,"Kaskade,Felix Cartal,Ofelia K,Hotel Garuda",2016-06-24,274840,20,0.837,0.682,11,-6.149,0,0.158,0.168,0.0833,0.409,0.473,123.983,4
Hawt,"Brillz,Ghastly",2015-10-23,217046,0,0.64,0.989,2,-2.917,1,0.154,0.00415,0.0285,0.46,0.286,127.972,4
Daydream,"Medasin,Joba",2016-07-14,200838,0,0.466,0.686,3,-8.751,1,0.0602,0.415,0.0706,0.144,0.256,109.553,5
Come Softly - For Daniel D.,Grouper,2011-04-11,273986,37,0.443,0.0256,4,-35.252,1,0.0672,0.991,0.952,0.103,0.116,158.046,4
Reality (feat. Sarah Hudson),"Bro Safari,Sarah Hudson",2016-09-09,188118,0,0.449,0.53,3,-9.482,0,0.0447,0.514,0.00511,0.147,0.103,149.985,4
,,0000,0,0,0.283,0.874,8,-6.814,0,0.174,0.0135,0.00696,0.0955,0.183,139.876,4
,,0000,0,0,0.522,0.807,4,-6.606,0,0.115,0.065,0.477,0.542,0.398,139.953,4
,,0000,0,0,0.845,0.651,9,-4.637,0,0.121,0.0368,0.000302,0.0533,0.445,112.021,4
,,0000,0,0,0.721,0.923,7,-3.142,1,0.0722,0.00033,0.724,0.368,0.155,111.978,4
,,0000,0,0,0.395,0.981,6,-3.774,0,0.251,0.000868,0.00507,0.288,0.55,139.881,4
,,0000,0,0,0.643,0.892,2,-2.443,1,0.0394,0.000347,0.112,0.161,0.116,111.971,4
,,0000,0,0,0.608,0.788,9,-2.81,1,0.0435,0.0781,0.0000459,0.256,0.413,141.999,4
,,0000,0,0,0.823,0.826,0,-5.294,1,0.0816,0.000201,0.524,0.0655,0.146,110.001,4
,,0000,0,0,0.599,0.844,6,-5.027,0,0.0501,0.000116,0.876,0.088,0.513,160.044,4
,,0000,0,0,0.676,0.77,5,-6.114,0,0.0435,0.00253,0.0000461,0.139,0.359,144.002,4
,,0000,0,0,0.543,0.84,11,-6.441,0,0.0337,0.00155,0.00174,0.836,0.369,140.02,4
,,0000,0,0,0.83,0.936,11,-5.071,0,0.111,0.012,0.000583,0.596,0.445,111.965,4
,,0000,0,0,0.704,0.883,9,-4.764,0,0.0456,0.0366,0.0000697,0.302,0.231,109.949,4
,,0000,0,0,0.542,0.697,2,-6.333,1,0.0277,0.00345,0.00132,0.111,0.577,140.007,4
,,0000,0,0,0.737,0.871,7,-3.726,1,0.154,0.000307,0.121,0.152,0.315,111.975,4
,,0000,0,0,0.279,0.896,8,-4.86,1,0.112,0.00311,0.784,0.118,0.13,182.295,4
,,0000,0,0,0.433,0.783,7,-6.411,0,0.0636,0.0074,0.228,0.31,0.288,140.032,4
Starboy,"The Weeknd,Daft Punk",2016-11-25,230453,89,0.679,0.587,7,-7.015,1,0.276,0.141,0.00000635,0.137,0.486,186.003,4
Reminder,The Weeknd,2016-11-25,218880,82,0.705,0.505,8,-6.923,1,0.193,0.142,0,0.164,0.388,160.053,4
Rockin’,The Weeknd,2016-11-25,232880,62,0.738,0.885,9,-5.547,0,0.206,0.0133,0,0.0821,0.752,112.878,4
Secrets,The Weeknd,2016-11-25,265600,65,0.664,0.771,0,-5.779,1,0.0533,0.0155,0.0000096,0.46,0.763,109.949,4
True Colors,The Weeknd,2016-11-25,206013,61,0.624,0.424,1,-8.237,1,0.24,0.286,0,0.173,0.584,76.671,4
Sidewalks,"The Weeknd,Kendrick Lamar",2016-11-25,231360,71,0.542,0.72,1,-5.136,0,0.0628,0.147,0,0.348,0.623,149.828,4
A Lonely Night,The Weeknd,2016-11-25,220173,64,0.853,0.663,7,-6.955,0,0.0755,0.0431,0.00000871,0.0891,0.864,113.998,4
Ordinary Life,The Weeknd,2016-11-25,221920,60,0.537,0.587,7,-7.486,0,0.0771,0.0275,0,0.0961,0.365,149.748,4
Die For You,The Weeknd,2016-11-25,260252,79,0.586,0.525,1,-7.163,0,0.0616,0.111,0,0.134,0.507,133.63,4
I Feel It Coming,"The Weeknd,Daft Punk",2016-11-25,269186,77,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,4
Hedron,BADBADNOTGOOD,2013-11-17,351875,0,0.43,0.631,3,-8.131,0,0.0395,0.132,0.946,0.196,0.155,151.276,4
Confessions,"BADBADNOTGOOD,Leland Whitty",2014-01-01,300986,0,0.374,0.664,11,-6.073,1,0.0483,0.328,0.866,0.111,0.29,157.669,4
Kaleidoscope,BADBADNOTGOOD,2014-01-01,426120,0,0.347,0.831,7,-5.527,0,0.109,0.0862,0.909,0.107,0.228,179.937,4
Heart Don't Stand a Chance,Anderson .Paak,2016-01-15,312360,55,0.685,0.545,7,-6.189,1,0.061,0.173,0.0000144,0.237,0.506,94.061,4
Forrest Gump,Frank Ocean,2012-07-10,194840,68,0.701,0.417,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.186,95.003,4
Pink Matter,"Frank Ocean,André 3000",2012-07-10,268813,76,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,3
Bad Religion,Frank Ocean,2012-07-10,175453,70,0.359,0.367,9,-7.684,1,0.0335,0.738,0.00000143,0.0736,0.104,83.331,4
Monks,Frank Ocean,2012-07-10,200240,64,0.747,0.758,0,-4.743,0,0.179,0.0521,0,0.214,0.601,102.02,4
Lost,Frank Ocean,2012-07-10,234093,82,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,4
Pyramids,Frank Ocean,2012-07-10,592920,77,0.4,0.65,5,-6.104,0,0.0466,0.0118,0.0000762,0.791,0.15,107.989,4
Crack Rock,Frank Ocean,2012-07-10,224146,70,0.429,0.736,5,-8.017,1,0.222,0.0696,0,0.0852,0.379,89.262,4
Pilot Jones,Frank Ocean,2012-07-10,184080,63,0.394,0.433,8,-13.473,1,0.374,0.485,0.0000781,0.817,0.394,118.988,1
Sweet Life,Frank Ocean,2012-07-10,262680,69,0.479,0.558,11,-6.074,1,0.179,0.227,0,0.0808,0.8,83.465,4
Thinkin Bout You,Frank Ocean,2012-07-10,200746,84,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4
High For This,The Weeknd,2012-11-13,247226,65,0.237,0.403,11,-8.895,0,0.109,0.742,0.00066,0.0777,0.0684,74.95,4
What You Need,The Weeknd,2012-11-13,196360,62,0.68,0.405,7,-8.637,0,0.0561,0.525,0.0745,0.146,0.0684,133.933,4
The Morning,The Weeknd,2012-11-13,312426,63,0.656,0.549,6,-7.555,0,0.0392,0.316,0,0.104,0.185,120.073,4
Wicked Games,The Weeknd,2012-11-13,323746,66,0.658,0.594,9,-5.196,1,0.031,0.00934,0.00000499,0.325,0.317,114.078,4
The Party & The After Party,The Weeknd,2012-11-13,459386,62,0.424,0.634,5,-7.456,0,0.392,0.476,0,0.113,0.385,203.592,4
Coming Down,The Weeknd,2012-11-13,295453,68,0.665,0.611,2,-4.663,0,0.0314,0.481,0.000193,0.183,0.251,120.991,4
