Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Laa La Laaa,"Yung Bae,Flamingosis",2019-06-28,156781,0,0.734,0.837,1,-6.297,1,0.0322,0.00177,0.115,0.344,0.737,115.049,4
Balmain Jeans,"Kid Cudi,Raphael Saadiq",2014-02-25,327320,36,0.506,0.732,1,-6.294,1,0.0327,0.483,0.00133,0.0754,0.6,160,4
Gimme Love,Joji,2020-09-25,214557,20,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,3
Bambi,Jidenna,2017-02-17,250000,49,0.748,0.623,5,-5.08,1,0.0285,0.109,0,0.15,0.21,105.045,4
Knockoff Nikes,Flowervillain,2019-09-29,208744,0,0.575,0.161,5,-25.321,0,0.0509,0.923,0.232,0.112,0.261,69.007,4
Rockefeller Street (Rmx),Getter Jaani,2014-07-09,216038,14,0.762,0.944,3,-2.037,1,0.0716,0.0017,0.0000119,0.0611,0.912,129.969,4
Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,2018-12-14,155008,62,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,4
Love Galaxy,"Paul Epworth,Jay Electronica,Lil Silva",2020-05-08,306364,29,0.565,0.676,2,-8.143,0,0.151,0.00855,0.00269,0.564,0.225,87.03,4
Veg Out (Wasting Thyme),Masego,2020-04-21,196955,49,0.54,0.502,11,-9.611,0,0.0561,0.363,0.169,0.204,0.5,84.951,4
controlla,Idealism,2017-08-30,108000,18,0.788,0.446,6,-9.812,1,0.0693,0.54,0.694,0.273,0.545,80.033,4
Y.O.U.,Proux,2016-10-07,278429,0,0.635,0.793,1,-7.988,0,0.0399,0.000427,0.0000369,0.177,0.688,121.012,4
Sea of Dreams,"Nitsua,Apollo Bebop,Grover,Brian to Earth",2019-03-30,328946,33,0.637,0.493,9,-11.864,0,0.0271,0.831,0.0431,0.104,0.275,92.02,4
100 reasons,kemt,2019-12-27,375000,38,0.705,0.853,10,-10.584,1,0.202,0.221,0.93,0.112,0.202,119.025,4
CASINO,"Ashton Travis,CHASE B",2020-04-17,214847,26,0.729,0.635,2,-6.346,1,0.138,0.0869,0.0000232,0.118,0.389,79.98,4
More Love - Radio Edit,"Vilda,Eric Carter",2019-11-22,197419,0,0.55,0.859,11,-5.293,0,0.0529,0.0326,0.0000021,0.117,0.43,123.92,4
Wish I Knew You,The Revivalists,2015-07-15,274093,68,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,4
Last Dance of the Night,Desired,2016-11-02,270863,27,0.614,0.583,10,-9.892,0,0.413,0.0082,0,0.295,0.582,124.031,4
Lit - Bonus,"Bas,J. Cole,KQuick",2014-04-29,278666,47,0.687,0.59,8,-6.756,1,0.0474,0.0664,0.0000275,0.0772,0.0742,126.026,4
King's Disease,Nas,2020-08-21,111430,38,0.606,0.74,6,-4.227,1,0.0873,0.353,0,0.204,0.68,116.846,3
Amanda the Panda,Aaron Black,2020-08-11,229500,0,0.53,0.682,11,-13.108,1,0.0428,0.0223,0.000481,0.102,0.691,159.982,4
Peach Cobbler,"AMAI,shamana",2019-06-27,190807,29,0.76,0.39,10,-10.789,1,0.142,0.358,0.00317,0.143,0.229,80.461,4
DRIPPING SUMMERS (feat. Little Dragon & Vic Mensa),"Christian Rich,Little Dragon,VIC MENSA",2018-08-21,191351,0,0.568,0.737,3,-6.614,0,0.0444,0.76,0.529,0.427,0.616,147.987,4
The Things We Do,Foster The People,2020-07-10,252066,35,0.735,0.689,3,-4.575,0,0.0379,0.0204,0.00344,0.0499,0.624,114.983,4
Hala Madrid ...y nada más,"Real Madrid,Red'One",2014-05-25,177000,52,0.196,0.582,0,-11.392,1,0.0474,0.496,0.0207,0.842,0.238,118.174,4
All Summer Long,Kid Rock,2007-10-09,297586,75,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,4
Yo,The Kount,2019-08-12,254124,30,0.835,0.655,7,-9.309,0,0.0838,0.261,0.776,0.185,0.193,114.963,4
Elsewhere,Bad Snacks,2019-10-04,181333,12,0.523,0.379,6,-12.674,1,0.137,0.469,0.733,0.194,0.543,89.671,4
One Summer Day,Joe Hisaishi,2001-07-18,189800,64,0.41,0.196,0,-15.956,1,0.0383,0.953,0.892,0.0974,0.0622,78.823,4
Omertà,Drake,2019-06-15,219506,52,0.646,0.899,6,-2.232,1,0.298,0.0337,0,0.232,0.685,164.119,4
What You Want (feat. Total),"Mase,Total",1997,242946,63,0.838,0.72,10,-6.593,0,0.384,0.0312,0.0000111,0.422,0.845,93.76,4
I Miss You (feat. Roman),"Macross 82-99,Roman",2015-10-21,166000,33,0.606,0.793,11,-7.422,0,0.0318,0.00698,0.454,0.3,0.773,119.986,4
ACID TRIP,Rejjie Snow,2017-05-17,188293,0,0.72,0.562,2,-7.642,1,0.0367,0.0359,0,0.126,0.393,98.943,4
New House,Toro y Moi,2019-01-18,150746,0,0.671,0.378,3,-8.969,1,0.205,0.638,0.00915,0.112,0.353,59.64,4
On Sight,"Free Nationals,JID,Kadhja Bonet,MIKNNA",2019-12-13,249453,55,0.707,0.663,2,-7.548,0,0.0908,0.276,0.000387,0.693,0.712,94.965,4
West Coast Love,Emotional Oranges,2019-11-08,215386,63,0.696,0.65,4,-5.712,0,0.0326,0.00666,0.153,0.14,0.587,91.997,4
Good Morning,Laxcity,2018-04-20,243356,38,0.808,0.473,8,-10.128,1,0.202,0.903,0.944,0.0858,0.284,159.935,4
Bandulu Lover,ICYTWAT,2019-03-16,259639,0,0.636,0.594,6,-7.934,0,0.0548,0.152,0.92,0.101,0.035,150.01,4
yours (+),zodivk,2019-04-01,175062,42,0.868,0.207,1,-12.491,0,0.418,0.695,0.0939,0.185,0.26,109.963,4
Introduction,The Jazzister,2020-04-21,165000,15,0.475,0.31,7,-15.22,1,0.241,0.133,0.738,0.17,0.646,76.084,4
Magic,ProducerTrentTaylor,2015-04-20,103280,19,0.606,0.569,1,-13.155,1,0.0414,0.0292,0.0135,0.135,0.452,152.966,4
ily (i love you baby) (feat. Emilee),"Surf Mesa,Emilee",2019-11-26,176546,75,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
After Party,Don Toliver,2020-03-13,167915,74,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4
Death (feat. DaBaby),"Trippie Redd,DaBaby",2019-11-12,172195,1,0.803,0.82,10,-5.969,0,0.145,0.0579,0,0.149,0.613,164.005,4
GET RIGHT,GLORYWAVE,2020-05-06,188285,0,0.749,0.454,10,-12.885,0,0.108,0.0947,0.00925,0.108,0.377,105.002,4
BLUE GATORADE,GLORYWAVE,2020-04-22,148732,0,0.858,0.383,11,-11.965,0,0.321,0.398,0.00000899,0.105,0.587,142.009,4
You Stepped Into My Life,Melba Moore,1998-02-12,304733,23,0.724,0.725,2,-11.93,0,0.0395,0.0226,0.0336,0.0445,0.909,106.156,4
Nuvole bianche,Ludovico Einaudi,2004,357706,0,0.177,0.06,8,-25.377,1,0.0574,0.956,0.848,0.103,0.0499,136.248,1
out of sight (feat. 2 Chainz),"Run The Jewels,El-P,Killer Mike,2 Chainz",2020-06-03,201133,1,0.584,0.722,9,-7.733,1,0.28,0.0183,0.0000141,0.143,0.685,87.551,4
Clair de lune,"Claude Debussy,Alexis Weissenberg",2010-10-08,347426,60,0.365,0.01,1,-25.268,1,0.0519,0.995,0.924,0.0584,0.0364,135.048,3
Prayer In C,Offmind,2020-05-29,159203,55,0.795,0.68,7,-7.39,0,0.0317,0.0401,0.0000485,0.13,0.526,124.037,4
Late Night,Lucky Daye,2019-05-24,237517,51,0.825,0.548,6,-6.899,1,0.0809,0.441,0.000842,0.179,0.792,98.976,4
Amor Fati,Washed Out,2011-07-12,265866,0,0.507,0.819,9,-7.965,1,0.101,0.144,0.364,0.309,0.568,100.961,4
Feel It All Around,Washed Out,2009-09-08,192080,63,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,4
Junto al Mar,ExemploBeats,2019-11-25,181630,13,0.754,0.667,5,-7.216,0,0.0605,0.282,0.698,0.141,0.527,92.549,4
All I Need (with Mahalia & Ty Dolla $ign),"Jacob Collier,Mahalia,Ty Dolla $ign",2020-05-14,243786,43,0.485,0.492,5,-6.462,0,0.331,0.425,0,0.105,0.876,78.001,4
Chan Chan,Buena Vista Social Club,1997-06-23,256653,7,0.529,0.496,2,-11.728,0,0.0346,0.832,0.005,0.0996,0.69,83.095,4
Say So,Doja Cat,2019-11-07,237893,75,0.787,0.673,11,-4.583,0,0.159,0.264,0.00000335,0.0904,0.779,110.962,4
No Option,Post Malone,2016-12-09,179826,67,0.575,0.734,2,-4.949,1,0.057,0.0757,0,0.241,0.494,83.983,4
Satellite Nights,drkmnd,2020-01-30,192039,0,0.663,0.409,6,-7.511,0,0.0681,0.867,0.805,0.11,0.0962,79.985,4
Guilty Pleasures,"Fallen Roses,Greco",2018-01-24,133846,0,0.635,0.497,8,-9.991,1,0.0339,0.874,0.824,0.192,0.125,129.991,4
Never Come Back,Caribou,2020-02-28,305480,0,0.781,0.712,5,-8.332,1,0.0369,0.404,0.603,0.0683,0.646,127.989,4
Goodbye Kiss,Ian Holmes,2020-05-01,200343,0,0.684,0.755,8,-4.104,0,0.346,0.439,0.00166,0.354,0.695,94.062,4
I'm Just Feelin' (Du Du Du),"Imanbek,Martin Jensen",2020-05-01,164884,50,0.736,0.657,0,-7.512,1,0.0668,0.179,0.00000429,0.118,0.548,115.989,4
Hot End,Karmawin,2018-12-04,203180,23,0.653,0.855,10,-4.609,0,0.0306,0.00441,0.817,0.195,0.495,90.008,4
Empathy.,Luv.Ly,2018-08-13,135680,37,0.534,0.345,2,-14.151,1,0.11,0.603,0.949,0.106,0.822,147.89,4
Chicago Freestyle (feat. Giveon),"Drake,Giveon",2020-05-01,220487,76,0.735,0.449,10,-7.507,1,0.347,0.629,0,0.113,0.0397,122.947,4
When To Say When,Drake,2020-05-01,223124,55,0.41,0.82,1,-6.808,1,0.533,0.252,0,0.538,0.526,170.718,4
D4L,"Future,Drake,Young Thug",2020-05-01,189176,56,0.718,0.706,1,-5.709,1,0.06,0.0128,0,0.352,0.815,170.004,4
Landed,Drake,2020-05-01,152195,56,0.881,0.636,7,-4.629,1,0.287,0.00606,0,0.111,0.715,163.949,4
(Give It To Me Like I) Want It,Kumarion,2020-02-05,216000,0,0.682,0.638,5,-7.453,0,0.439,0.192,0.00304,0.0735,0.143,159.985,3
Signal,drkmnd,2020-01-30,161664,0,0.709,0.292,9,-7.371,0,0.0956,0.454,0.942,0.109,0.625,180.082,4
Villas,Dylan Sitts,2019-02-01,214140,20,0.703,0.414,4,-13.372,1,0.0561,0.475,0.765,0.103,0.137,170.998,4
sunny,"j'san,Pandrezz",2018-04-26,139130,5,0.811,0.429,0,-11.503,1,0.0789,0.468,0.607,0.109,0.646,138.027,4
Jessica,"Major Lazer,Ezra Koenig",2013-04-16,253693,0,0.635,0.496,1,-5.59,1,0.0478,0.209,0.702,0.134,0.308,84.06,4
Save Your Tears,The Weeknd,2020-03-20,215626,85,0.679,0.825,0,-5.487,1,0.0309,0.0212,0.0000121,0.543,0.644,118.049,4
Blinding Lights,The Weeknd,2020-03-20,200040,88,0.513,0.73,1,-5.94,1,0.0598,0.00143,0.0000954,0.0897,0.334,171.001,4
In Your Eyes,The Weeknd,2020-03-20,237520,75,0.667,0.719,7,-5.371,0,0.0346,0.0028,0.0000792,0.0736,0.718,100.019,4
When I Get There,Big Wild,2017-02-10,220000,0,0.694,0.483,0,-7.157,1,0.0359,0.000196,0.557,0.134,0.132,96.029,4
Gospel For A New Century,Yves Tumor,2020-02-18,198626,0,0.565,0.726,0,-6.715,1,0.0548,0.00181,0.00000306,0.103,0.715,178.078,4
Kerosene!,Yves Tumor,2020-03-09,305506,0,0.506,0.746,7,-7.385,0,0.0307,0.00183,0,0.109,0.299,130.996,4
Red,Rich The Kid,2020-03-06,132800,0,0.894,0.464,1,-6.618,1,0.371,0.175,0,0.274,0.583,81.084,4
Dancing,bLAck pARty,2019-08-23,245720,50,0.902,0.468,0,-8.671,0,0.0535,0.596,0.00542,0.238,0.728,95.008,4
Duck in a Box,Jobii,2019-06-14,140598,30,0.725,0.586,10,-8.218,0,0.0629,0.144,0.87,0.123,0.531,91.004,4
Crystal Ship,soder.,2018-11-21,95524,27,0.642,0.696,8,-11.218,0,0.0393,0.95,0.0202,0.176,0.615,87.024,4
Geekin',"Van Michaels,GLORYWAVE",2020-02-03,185870,0,0.783,0.521,5,-10.76,0,0.258,0.0482,0.157,0.112,0.228,139.965,4
Si Si,Van Michaels,2020-02-03,144600,0,0.848,0.695,1,-5.493,1,0.0611,0.0442,0.00237,0.219,0.367,99.969,4
Training Day,Maitro,2016-10-24,214401,0,0.789,0.561,1,-8.263,1,0.03,0.0198,0.443,0.232,0.658,102.984,4
Animal Spirits,Vulfpeck,2016-10-17,190801,52,0.753,0.713,1,-7.333,1,0.0539,0.156,0.0000959,0.0508,0.906,100.859,4
Mo,Flughand,2016-02-26,137760,0,0.647,0.329,10,-10.606,0,0.0313,0.837,0.903,0.108,0.127,89.126,4
Elastic,Joey Purp,2018-09-13,126385,59,0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,4
911 (Clap For Em),GRIP,2019-08-03,165589,0,0.881,0.626,7,-6.576,1,0.311,0.183,0.00000799,0.605,0.414,95.038,4
Guilty Conscience,070 Shake,2020-01-10,213360,0,0.548,0.655,7,-6.05,1,0.11,0.00478,0,0.125,0.183,179.884,4
Made for You ライト,Runners Club 95,2017-01-25,202385,0,0.57,0.753,9,-5.232,1,0.0333,0.132,0.0231,0.328,0.561,110.992,4
Drip Too Hard (Lil Baby & Gunna),"Lil Baby,Gunna",2018-10-05,145542,81,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.39,112.509,4
Out The Mud,"Lil Baby,Future",2019-06-21,157816,55,0.746,0.497,1,-5.785,1,0.149,0.00944,0.000086,0.101,0.25,160.051,4
Eternal Youth,RŮDE,2017-08-07,205766,63,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4
controlla,Idealism,2017-08-31,108000,0,0.788,0.446,6,-9.812,1,0.0693,0.54,0.694,0.273,0.545,80.033,4
Everyday (Rudebwoy),"Kardinal Offishall,Ray Robinson",2005-01-01,257666,17,0.611,0.855,8,-4.743,1,0.253,0.0165,0,0.15,0.817,92.432,4
Ezra's Interlude (feat. Ezra Koenig),"Chromeo,Ezra Koenig",2014-05-12,114506,0,0.707,0.467,7,-8.954,1,0.0419,0.298,0.00999,0.201,0.468,75.006,4
The Girl I Haven't Met (Biskwiq Flip),"Kudasaibeats,Biskwiq",2018-05-06,194220,43,0.733,0.547,8,-5.464,1,0.203,0.301,0.00537,0.383,0.295,71.976,4
I Secretly Love U,Snail's House,2016-08-26,189584,42,0.675,0.951,6,-3.727,0,0.202,0.0218,0.819,0.908,0.843,146.103,4
OOOUUU,Young M.A,2016-05-20,234525,51,0.64,0.819,7,-4.108,1,0.455,0.533,0,0.156,0.623,166.012,4
Moments in Time,Lil Yachty,2017-05-26,177254,25,0.633,0.303,7,-9.268,0,0.102,0.783,0.00000155,0.0886,0.374,126.837,4
Harley,Lil Yachty,2017-05-26,168320,28,0.717,0.595,7,-5.275,1,0.0462,0.00312,0,0.169,0.217,143.04,4
Good Luck,Broken Bells,2019-09-27,206813,0,0.622,0.512,2,-7.44,0,0.0383,0.352,0.405,0.109,0.614,169.983,4
Fly Me to the Moon,Board-Man,2019-06-26,119645,0,0.692,0.538,0,-7.926,1,0.0437,0.1,0.932,0.326,0.52,94.913,4
Borderline,Tame Impala,2019-04-12,274293,4,0.598,0.71,0,-6.839,0,0.0272,0.0476,0.0000177,0.1,0.726,97.976,4
It Might Be Time,Tame Impala,2019-10-28,273013,0,0.586,0.786,2,-3.768,1,0.0484,0.0212,0.0000935,0.642,0.326,115.959,4
everything i wanted,Billie Eilish,2019-11-13,245425,82,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
Physical Thrill - Axel Boman Remix,"Tom Trago,Young Marco,Awanto 3",2012-10-22,479800,3,0.809,0.913,11,-11.485,0,0.0729,0.0646,0.933,0.115,0.526,120.01,4
Girls Need Love (with Drake) - Remix,"Summer Walker,Drake",2018-10-19,222374,77,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,4
Hanging Lanterns,Kalaido,2018-11-02,233414,0,0.558,0.565,1,-8.794,0,0.0494,0.641,0.757,0.0899,0.319,92.531,4
Things Will Be Better by Morning,Jonas Langer,2018-09-20,136692,29,0.634,0.305,2,-15.09,0,0.706,0.863,0.0889,0.536,0.268,59.108,4
We Can Get High - GATTÜSO Remix,"Galantis,Yellow Claw,GATTÜSO",2019-08-29,198047,9,0.615,0.902,4,-5.943,0,0.0396,0.0142,0.276,0.149,0.327,125.991,4
Acres,Sam Gellaitry,2017-04-07,233750,0,0.271,0.441,6,-7.988,0,0.0468,0.402,0.306,0.103,0.0589,113.938,4
DHL,Frank Ocean,2019-10-19,268893,61,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,4
Selfish,Royal J,2019-09-20,131156,0,0.635,0.431,2,-9.083,1,0.0428,0.251,0,0.0674,0.391,74.995,4
Myself,Post Malone,2019-09-06,158120,0,0.476,0.701,0,-4.234,1,0.0349,0.102,0,0.242,0.405,163.882,4
Dirty Laundry,Danny Brown,2019-09-05,184003,0,0.555,0.615,2,-6.477,1,0.287,0.295,0.00000322,0.297,0.436,174.076,4
Elephant,Tame Impala,2012-01-01,211226,72,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,4
Hot Shower,"Chance the Rapper,MadeinTYO,DaBaby",2019-07-26,225923,56,0.899,0.509,9,-8.04,1,0.387,0.00157,0,0.0573,0.599,150.001,4
Cloud Atlas End Title,"Tom Tykwer,Johnny Klimek,Reinhold Heil,Gene Pritsker",2012-10-23,476163,30,0.354,0.228,0,-10.304,1,0.0296,0.854,0.8,0.113,0.0717,82.758,3
One Too Many Mornings,Bob Dylan,1964-01-13,157933,44,0.475,0.115,0,-16.284,1,0.0339,0.785,0.00794,0.12,0.25,103.753,4
Annie,Neon Indian,2015-10-16,242187,4,0.738,0.849,2,-6.246,1,0.0822,0.0233,0.0317,0.309,0.872,95.987,4
Say That,Toro y Moi,2013-01-22,284346,0,0.687,0.638,1,-10.087,1,0.0342,0.000687,0.188,0.111,0.179,118.996,4
Marijuana,Chrome Sparks,2013-08-29,181149,0,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,4
As Far As I Can See,Phantogram,2009,209520,18,0.562,0.696,7,-3.342,1,0.0281,0.000232,0.0354,0.0468,0.134,89.99,4
Apocalypse Dreams,Tame Impala,2012-01-01,356946,54,0.496,0.929,8,-2.279,1,0.0503,0.249,0.131,0.0677,0.267,127.998,4
Summer Rise,GLORYWAVE,2019-05-31,68083,0,0.361,0.373,11,-16.22,0,0.0297,0.0738,0.889,0.279,0.145,90.038,4
Picture (feat. Sheryl Crow),"Kid Rock,Sheryl Crow",2001-11-19,298960,67,0.692,0.496,7,-7.332,1,0.0241,0.172,0.00000642,0.107,0.376,97.945,4
Bawitdaba,Kid Rock,1998,265840,65,0.551,0.939,11,-5.369,1,0.171,0.00173,0.000254,0.109,0.372,90.592,4
Rockstar,Nickelback,2005-09-26,255800,2,0.621,0.908,0,-3.372,1,0.0399,0.0495,0,0.323,0.721,144.084,4
Wicked Winds,Mazde,2017-01-23,232414,45,0.686,0.634,0,-6.856,1,0.0369,0.228,0.0667,0.134,0.234,98.001,4
How Much A Dollar Cost,"Kendrick Lamar,James Fauntleroy,Ronald Isley",2015-03-16,261746,65,0.624,0.729,1,-4.747,1,0.198,0.415,0,0.135,0.334,87.948,4
Yellow (feat. Bekon),"Rich Brian,Bekon",2019-06-25,291869,1,0.447,0.53,0,-5.028,1,0.028,0.217,0.0000425,0.351,0.0621,75.917,4
Nevermind,Dennis Lloyd,2017-06-30,156600,77,0.6,0.688,5,-8.339,0,0.201,0.159,0.0000129,0.409,0.0793,99.977,4
Anymore,Porches,2018-01-19,201235,17,0.666,0.768,11,-6.637,0,0.0355,0.0863,0.0914,0.137,0.149,109.931,3
Walls,GLORYWAVE,2019-05-31,249051,0,0.662,0.407,7,-15.983,0,0.0357,0.145,0.0268,0.139,0.567,104.993,4
Ephemeral,GLORYWAVE,2019-05-31,216510,0,0.727,0.294,4,-15.112,0,0.049,0.0703,0.58,0.229,0.436,116.017,4
No Cap Ride,GLORYWAVE,2019-05-31,228666,0,0.44,0.385,1,-14.294,0,0.131,0.0966,0.0315,0.383,0.547,105.69,4
City Lights,GLORYWAVE,2019-05-31,218400,0,0.557,0.397,10,-15.71,1,0.0288,0.194,0.278,0.162,0.275,99.992,4
Balcony,GLORYWAVE,2019-05-31,230685,0,0.577,0.484,10,-14.664,0,0.0331,0.139,0.688,0.308,0.282,94.023,4
Go Loko,"YG,Tyga,Jon Z",2019-05-03,299226,0,0.88,0.67,2,-5.188,1,0.0429,0.299,0.00000508,0.0677,0.142,100.995,4
lo,Devonwho,2016-05-04,148965,0,0.798,0.363,6,-6.752,0,0.129,0.331,0.928,0.0798,0.301,86.981,4
All Night,Beyoncé,2016-04-23,322000,61,0.574,0.573,11,-7.079,1,0.085,0.392,0.0000216,0.0933,0.626,136.304,4
You're the Voice,John Farnham,2008-09-19,302106,59,0.369,0.762,10,-8.993,1,0.0464,0.22,0.000028,0.579,0.644,84.957,4
Str8 Outta Mumbai,Jai Paul,2013-04-13,162480,0,0.716,0.74,9,-4.437,0,0.262,0.0625,0,0.156,0.597,114.916,4
Zion Wolf Theme - Unfinished,Jai Paul,2013-04-13,187613,0,0.46,0.662,11,-9.814,0,0.548,0.376,0.0298,0.118,0.547,174.036,4
Genevieve - Unfinished,Jai Paul,2013-04-13,237800,0,0.395,0.725,4,-7.63,1,0.204,0.000788,0.000147,0.191,0.117,158.074,5
Crush - Unfinished,Jai Paul,2013-04-13,225280,0,0.676,0.346,5,-8.039,1,0.229,0.0608,0.044,0.115,0.583,111.164,4
Good Time,Jai Paul,2013-04-13,27720,0,0.686,0.763,1,-6.52,1,0.76,0.181,0,0.309,0.575,109.347,4
jasmine - demo,Jai Paul,2013-04-13,253080,0,0.685,0.297,10,-9.694,0,0.0834,0.783,0.924,0.118,0.233,89.997,4
"100,000 - Unfinished",Jai Paul,2013-04-13,175266,0,0.465,0.67,7,-5.75,0,0.217,0.297,0,0.186,0.636,108.336,5
Chix - Unfinished,Jai Paul,2013-04-13,56880,0,0.644,0.484,9,-7.731,1,0.119,0.458,0.0334,0.159,0.384,90.002,4
All Night - Unfinished,Jai Paul,2013-04-13,192973,0,0.528,0.302,6,-12.884,0,0.352,0.838,0.0464,0.117,0.45,111.068,3
We've Never Met but Can We Have a Cup of Coffee or Something,In Love With a Ghost,2017-10-23,199603,51,0.349,0.214,6,-18.295,0,0.0538,0.926,0.121,0.321,0.236,201.128,4
Bailar (feat. Elvis Crespo) - Radio Edit,"Deorro,Elvis Crespo",2016-04-22,137661,59,0.799,0.738,9,-9.043,1,0.118,0.0485,0.34,0.0603,0.397,128.051,4
Sympathy For The Devil,Guns N' Roses,2004-03-23,455560,0,0.31,0.945,8,-6.714,1,0.168,0.0174,0.00751,0.211,0.25,108.399,4
Baby Boy,Kevin Abstract,2019-04-25,211668,48,0.372,0.485,5,-8.841,1,0.0761,0.667,0.00386,0.14,0.433,170.417,4
Still Tippin' (feat. Slim Thug and Paul Wall),"Mike Jones,Paul Wall,Slim Thug",2005-04-19,271053,65,0.86,0.861,6,-7.131,0,0.307,0.0361,0.0000407,0.113,0.79,143.184,4
A New Day,Sendecki & Spiegel,2019-03-15,352520,4,0.52,0.49,10,-12.053,0,0.0327,0.858,0.955,0.277,0.265,152.448,4
BALL & CHAIN,Ramzoid,2019-04-05,205146,28,0.687,0.76,6,-4.277,1,0.0448,0.179,0.00000246,0.338,0.247,124.957,4
You & Me - Flume Remix,"Disclosure,Eliza Doolittle,Flume",2013-06-11,282812,65,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,4
Moon Crystal,M83,2016-04-08,146600,24,0.478,0.705,2,-7.256,1,0.0282,0.00557,0.931,0.135,0.706,90.041,4
Sebt Faragh Kibeer,Amr Diab,2013-08-18,208848,0,0.558,0.677,0,-6.711,0,0.0274,0.169,0,0.198,0.422,131.439,4
Shine,Bishop Gunn,2018-05-04,234528,0,0.529,0.797,10,-5.688,1,0.144,0.102,0.0000498,0.194,0.558,90.735,4
TAPE,BROCKHAMPTON,2018-09-21,209386,35,0.566,0.898,7,-4.999,0,0.298,0.255,0,0.189,0.382,80.583,4
J'OUVERT,BROCKHAMPTON,2018-09-21,234320,44,0.719,0.703,8,-4.114,1,0.253,0.0373,0.000138,0.361,0.501,83.984,4
HONEY,BROCKHAMPTON,2018-09-21,195226,40,0.74,0.787,2,-6.343,1,0.0493,0.0794,0,0.122,0.178,109.966,4
VIVID,BROCKHAMPTON,2018-09-21,144280,36,0.68,0.657,2,-4.85,1,0.188,0.187,0,0.324,0.23,81,4
SAN MARCOS,BROCKHAMPTON,2018-09-21,286706,43,0.388,0.503,0,-5.628,1,0.0316,0.339,0,0.111,0.53,73.965,4
TONYA,BROCKHAMPTON,2018-09-21,283000,41,0.576,0.558,7,-7.713,0,0.312,0.509,0.0000207,0.158,0.0395,80.193,4
Time Wind (feat. Beck),"M83,Beck",2016-04-08,249346,24,0.594,0.709,2,-7.26,1,0.0319,0.0601,0.0426,0.0839,0.565,89.988,4
Catch & Release - Deepend Remix,"Matt Simons,Deepend",2015-09-30,195173,71,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,4
The Ringer,Eminem,2018-08-31,337941,63,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,4
Lucky You (feat. Joyner Lucas),"Eminem,Joyner Lucas",2018-08-31,244679,72,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4
Fall,Eminem,2018-08-31,262493,61,0.83,0.546,1,-5.716,1,0.295,0.227,0,0.112,0.535,182.973,4
Mer,HYUKOH,2015-05-28,304320,0,0.539,0.741,7,-7.482,1,0.0357,0.409,0.00938,0.134,0.264,144.933,3
Just Friends,"Hayden James,Boy Matthews",2018-04-27,238991,45,0.639,0.685,9,-4.571,0,0.049,0.105,0,0.143,0.363,110.041,4
Spaceflight,Efence,2017-09-22,184186,0,0.644,0.625,9,-7.797,0,0.0317,0.0179,0.953,0.155,0.549,171.99,4
Gymnopedie,Richard Mollenbeck,2017-01-30,217877,38,0.457,0.0846,9,-21.345,1,0.113,0.978,0.615,0.111,0.0557,63.995,3
STARGAZING,Travis Scott,2018-08-03,270714,74,0.487,0.789,8,-3.69,1,0.044,0.00947,0.00000405,0.189,0.0564,150.007,4
NO BYSTANDERS,Travis Scott,2018-08-03,218283,71,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,4
SKELETONS,Travis Scott,2018-08-03,145588,75,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,4
CAN'T SAY,Travis Scott,2018-08-03,198408,76,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,4
